function,label,delta_rad,coupling_value
KURAMOTO,Kuramoto based,3.12413936106985,0.01745240643728344
KURAMOTO,Kuramoto based,3.132866007329822,0.008726535498373515
KURAMOTO,Kuramoto based,3.141592653589793,1.2246467991473532e-16
LINEAR,frog chorus based,-3.141592653589793,0.0
LINEAR,frog chorus based,-3.1328660073298216,-0.002777777777777768
LINEAR,frog chorus based,-3.12413936106985,-0.005555555555555536
LINEAR,frog chorus based,-3.115412714809878,-0.008333333333333415
LINEAR,frog chorus based,-3.1066860685499065,-0.011111111111111072
LINEAR,frog chorus based,-3.097959422289935,-0.01388888888888884
LINEAR,frog chorus based,-3.0892327760299634,-0.016666666666666607
LINEAR,frog chorus based,-3.0805061297699914,-0.019444444444444486
LINEAR,frog chorus based,-3.07177948351002,-0.022222222222222254
LINEAR,frog chorus based,-3.0630528372500483,-0.025000000000000022
LINEAR,frog chorus based,-3.0543261909900767,-0.02777777777777779
LINEAR,frog chorus based,-3.045599544730105,-0.030555555555555447
LINEAR,frog chorus based,-3.036872898470133,-0.033333333333333326
LINEAR,frog chorus based,-3.0281462522101616,-0.036111111111111094
LINEAR,frog chorus based,-3.01941960595019,-0.03888888888888886
LINEAR,frog chorus based,-3.0106929596902186,-0.04166666666666663
LINEAR,frog chorus based,-3.0019663134302466,-0.04444444444444451
LINEAR,frog chorus based,-2.993239667170275,-0.047222222222222276
LINEAR,frog chorus based,-2.9845130209103035,-0.050000000000000044
LINEAR,frog chorus based,-2.975786374650332,-0.0527777777777777
LINEAR,frog chorus based,-2.9670597283903604,-0.05555555555555547
LINEAR,frog chorus based,-2.9583330821303884,-0.05833333333333335
LINEAR,frog chorus based,-2.949606435870417,-0.061111111111111116
LINEAR,frog chorus based,-2.9408797896104453,-0.06388888888888888
LINEAR,frog chorus based,-2.9321531433504737,-0.06666666666666665
LINEAR,frog chorus based,-2.9234264970905017,-0.06944444444444453
LINEAR,frog chorus based,-2.91469985083053,-0.0722222222222223
LINEAR,frog chorus based,-2.9059732045705586,-0.07499999999999996
LINEAR,frog chorus based,-2.897246558310587,-0.07777777777777772
LINEAR,frog chorus based,-2.888519912050615,-0.0805555555555556
LINEAR,frog chorus based,-2.8797932657906435,-0.08333333333333337
LINEAR,frog chorus based,-2.871066619530672,-0.08611111111111114
LINEAR,frog chorus based,-2.8623399732707004,-0.0888888888888889
LINEAR,frog chorus based,-2.853613327010729,-0.09166666666666667
LINEAR,frog chorus based,-2.844886680750757,-0.09444444444444455
LINEAR,frog chorus based,-2.8361600344907854,-0.09722222222222221
LINEAR,frog chorus based,-2.827433388230814,-0.09999999999999998
LINEAR,frog chorus based,-2.8187067419708423,-0.10277777777777775
LINEAR,frog chorus based,-2.8099800957108707,-0.10555555555555551
LINEAR,frog chorus based,-2.8012534494508987,-0.10833333333333339
LINEAR,frog chorus based,-2.792526803190927,-0.11111111111111116
LINEAR,frog chorus based,-2.7838001569309556,-0.11388888888888893
LINEAR,frog chorus based,-2.775073510670984,-0.11666666666666659
LINEAR,frog chorus based,-2.766346864411012,-0.11944444444444446
LINEAR,frog chorus based,-2.7576202181510405,-0.12222222222222223
LINEAR,frog chorus based,-2.748893571891069,-0.125
LINEAR,frog chorus based,-2.7401669256310974,-0.12777777777777777
LINEAR,frog chorus based,-2.7314402793711254,-0.13055555555555565
LINEAR,frog chorus based,-2.722713633111154,-0.13333333333333341
LINEAR,frog chorus based,-2.7139869868511823,-0.13611111111111107
LINEAR,frog chorus based,-2.705260340591211,-0.13888888888888884
LINEAR,frog chorus based,-2.6965336943312392,-0.1416666666666666
LINEAR,frog chorus based,-2.6878070480712672,-0.1444444444444445
LINEAR,frog chorus based,-2.6790804018112957,-0.14722222222222225
LINEAR,frog chorus based,-2.670353755551324,-0.15000000000000002
LINEAR,frog chorus based,-2.6616271092913526,-0.1527777777777778
LINEAR,frog chorus based,-2.652900463031381,-0.15555555555555545
LINEAR,frog chorus based,-2.644173816771409,-0.15833333333333333
LINEAR,frog chorus based,-2.6354471705114375,-0.1611111111111111
LINEAR,frog chorus based,-2.626720524251466,-0.16388888888888886
LINEAR,frog chorus based,-2.6179938779914944,-0.16666666666666663
LINEAR,frog chorus based,-2.609267231731523,-0.1694444444444444
LINEAR,frog chorus based,-2.600540585471551,-0.17222222222222228
LINEAR,frog chorus based,-2.5918139392115793,-0.17500000000000004
LINEAR,frog chorus based,-2.5830872929516078,-0.1777777777777777
LINEAR,frog chorus based,-2.574360646691636,-0.18055555555555558
LINEAR,frog chorus based,-2.5656340004316642,-0.18333333333333335
LINEAR,frog chorus based,-2.5569073541716927,-0.18611111111111112
LINEAR,frog chorus based,-2.548180707911721,-0.18888888888888888
LINEAR,frog chorus based,-2.5394540616517496,-0.19166666666666665
LINEAR,frog chorus based,-2.5307274153917776,-0.19444444444444453
LINEAR,frog chorus based,-2.522000769131806,-0.1972222222222223
LINEAR,frog chorus based,-2.5132741228718345,-0.19999999999999996
LINEAR,frog chorus based,-2.504547476611863,-0.20277777777777772
LINEAR,frog chorus based,-2.4958208303518914,-0.2055555555555555
LINEAR,frog chorus based,-2.4870941840919194,-0.20833333333333337
LINEAR,frog chorus based,-2.478367537831948,-0.21111111111111114
LINEAR,frog chorus based,-2.4696408915719763,-0.2138888888888889
LINEAR,frog chorus based,-2.4609142453120048,-0.21666666666666667
LINEAR,frog chorus based,-2.452187599052033,-0.21944444444444433
LINEAR,frog chorus based,-2.443460952792061,-0.2222222222222222
LINEAR,frog chorus based,-2.4347343065320897,-0.22499999999999998
LINEAR,frog chorus based,-2.426007660272118,-0.22777777777777775
LINEAR,frog chorus based,-2.417281014012146,-0.23055555555555562
LINEAR,frog chorus based,-2.4085543677521746,-0.2333333333333334
LINEAR,frog chorus based,-2.399827721492203,-0.23611111111111116
LINEAR,frog chorus based,-2.3911010752322315,-0.23888888888888893
LINEAR,frog chorus based,-2.38237442897226,-0.24166666666666659
LINEAR,frog chorus based,-2.373647782712288,-0.24444444444444446
LINEAR,frog chorus based,-2.3649211364523164,-0.24722222222222223
LINEAR,frog chorus based,-2.356194490192345,-0.25
LINEAR,frog chorus based,-2.3474678439323733,-0.25277777777777777
LINEAR,frog chorus based,-2.3387411976724017,-0.25555555555555554
LINEAR,frog chorus based,-2.3300145514124297,-0.2583333333333334
LINEAR,frog chorus based,-2.321287905152458,-0.26111111111111107
LINEAR,frog chorus based,-2.3125612588924866,-0.26388888888888884
LINEAR,frog chorus based,-2.3038346126325147,-0.2666666666666667
LINEAR,frog chorus based,-2.2951079663725436,-0.2694444444444444
LINEAR,frog chorus based,-2.2863813201125716,-0.27222222222222225
LINEAR,frog chorus based,-2.2776546738526,-0.275
LINEAR,frog chorus based,-2.2689280275926285,-0.2777777777777778
LINEAR,frog chorus based,-2.2602013813326565,-0.28055555555555567
LINEAR,frog chorus based,-2.251474735072685,-0.2833333333333333
LINEAR,frog chorus based,-2.2427480888127134,-0.2861111111111111
LINEAR,frog chorus based,-2.234021442552742,-0.28888888888888886
LINEAR,frog chorus based,-2.2252947962927703,-0.29166666666666663
LINEAR,frog chorus based,-2.2165681500327983,-0.2944444444444445
LINEAR,frog chorus based,-2.2078415037728267,-0.2972222222222223
LINEAR,frog chorus based,-2.199114857512855,-0.30000000000000004
LINEAR,frog chorus based,-2.1903882112528836,-0.3027777777777777
LINEAR,frog chorus based,-2.181661564992912,-0.30555555555555547
LINEAR,frog chorus based,-2.17293491873294,-0.30833333333333335
LINEAR,frog chorus based,-2.1642082724729685,-0.3111111111111111
LINEAR,frog chorus based,-2.155481626212997,-0.3138888888888889
LINEAR,frog chorus based,-2.146754979953025,-0.31666666666666676
LINEAR,frog chorus based,-2.138028333693054,-0.3194444444444444
LINEAR,frog chorus based,-2.129301687433082,-0.3222222222222223
LINEAR,frog chorus based,-2.1205750411731104,-0.32499999999999996
LINEAR,frog chorus based,-2.111848394913139,-0.3277777777777777
LINEAR,frog chorus based,-2.103121748653167,-0.3305555555555556
LINEAR,frog chorus based,-2.0943951023931957,-0.33333333333333326
LINEAR,frog chorus based,-2.0856684561332237,-0.33611111111111114
LINEAR,frog chorus based,-2.076941809873252,-0.3388888888888889
LINEAR,frog chorus based,-2.0682151636132806,-0.3416666666666667
LINEAR,frog chorus based,-2.0594885173533086,-0.34444444444444455
LINEAR,frog chorus based,-2.050761871093337,-0.3472222222222222
LINEAR,frog chorus based,-2.0420352248333655,-0.35
LINEAR,frog chorus based,-2.0333085785733935,-0.35277777777777786
LINEAR,frog chorus based,-2.0245819323134224,-0.3555555555555555
LINEAR,frog chorus based,-2.0158552860534504,-0.3583333333333334
LINEAR,frog chorus based,-2.007128639793479,-0.36111111111111116
LINEAR,frog chorus based,-1.9984019935335073,-0.36388888888888893
LINEAR,frog chorus based,-1.9896753472735356,-0.3666666666666667
LINEAR,frog chorus based,-1.980948701013564,-0.36944444444444446
LINEAR,frog chorus based,-1.9722220547535922,-0.37222222222222223
LINEAR,frog chorus based,-1.9634954084936207,-0.375
LINEAR,frog chorus based,-1.954768762233649,-0.37777777777777777
LINEAR,frog chorus based,-1.9460421159736774,-0.38055555555555554
LINEAR,frog chorus based,-1.9373154697137058,-0.3833333333333333
LINEAR,frog chorus based,-1.928588823453734,-0.38611111111111107
LINEAR,frog chorus based,-1.9198621771937625,-0.38888888888888884
LINEAR,frog chorus based,-1.9111355309337907,-0.3916666666666667
LINEAR,frog chorus based,-1.9024088846738192,-0.3944444444444445
LINEAR,frog chorus based,-1.8936822384138474,-0.39722222222222225
LINEAR,frog chorus based,-1.8849555921538759,-0.4
LINEAR,frog chorus based,-1.876228945893904,-0.4027777777777778
LINEAR,frog chorus based,-1.8675022996339325,-0.40555555555555556
LINEAR,frog chorus based,-1.858775653373961,-0.4083333333333333
LINEAR,frog chorus based,-1.8500490071139892,-0.4111111111111111
LINEAR,frog chorus based,-1.8413223608540177,-0.41388888888888886
LINEAR,frog chorus based,-1.832595714594046,-0.41666666666666674
LINEAR,frog chorus based,-1.8238690683340744,-0.4194444444444444
LINEAR,frog chorus based,-1.8151424220741026,-0.4222222222222223
LINEAR,frog chorus based,-1.806415775814131,-0.42500000000000004
LINEAR,frog chorus based,-1.7976891295541593,-0.4277777777777778
LINEAR,frog chorus based,-1.7889624832941877,-0.4305555555555556
LINEAR,frog chorus based,-1.7802358370342162,-0.43333333333333335
LINEAR,frog chorus based,-1.7715091907742444,-0.4361111111111111
LINEAR,frog chorus based,-1.7627825445142729,-0.4388888888888889
LINEAR,frog chorus based,-1.754055898254301,-0.44166666666666665
LINEAR,frog chorus based,-1.7453292519943295,-0.4444444444444444
LINEAR,frog chorus based,-1.7366026057343578,-0.4472222222222223
LINEAR,frog chorus based,-1.7278759594743862,-0.44999999999999996
LINEAR,frog chorus based,-1.7191493132144144,-0.45277777777777783
LINEAR,frog chorus based,-1.710422666954443,-0.4555555555555556
LINEAR,frog chorus based,-1.7016960206944713,-0.45833333333333326
LINEAR,frog chorus based,-1.6929693744344996,-0.46111111111111114
LINEAR,frog chorus based,-1.684242728174528,-0.4638888888888889
LINEAR,frog chorus based,-1.6755160819145563,-0.4666666666666667
LINEAR,frog chorus based,-1.6667894356545847,-0.46944444444444444
LINEAR,frog chorus based,-1.658062789394613,-0.4722222222222222
LINEAR,frog chorus based,-1.6493361431346414,-0.475
LINEAR,frog chorus based,-1.6406094968746696,-0.47777777777777786
LINEAR,frog chorus based,-1.631882850614698,-0.4805555555555555
LINEAR,frog chorus based,-1.6231562043547265,-0.4833333333333333
LINEAR,frog chorus based,-1.6144295580947547,-0.48611111111111116
LINEAR,frog chorus based,-1.6057029118347832,-0.48888888888888893
LINEAR,frog chorus based,-1.5969762655748114,-0.4916666666666667
LINEAR,frog chorus based,-1.5882496193148399,-0.49444444444444446
LINEAR,frog chorus based,-1.579522973054868,-0.49722222222222223
LINEAR,frog chorus based,-1.5707963267948966,-0.5
LINEAR,frog chorus based,-1.5620696805349248,-0.5027777777777778
LINEAR,frog chorus based,-1.5533430342749532,-0.5055555555555555
LINEAR,frog chorus based,-1.5446163880149817,-0.5083333333333333
LINEAR,frog chorus based,-1.53588974175501,-0.5111111111111111
LINEAR,frog chorus based,-1.5271630954950384,-0.5138888888888888
LINEAR,frog chorus based,-1.5184364492350666,-0.5166666666666666
LINEAR,frog chorus based,-1.509709802975095,-0.5194444444444444
LINEAR,frog chorus based,-1.5009831567151233,-0.5222222222222223
LINEAR,frog chorus based,-1.4922565104551517,-0.525
LINEAR,frog chorus based,-1.48352986419518,-0.5277777777777778
LINEAR,frog chorus based,-1.4748032179352084,-0.5305555555555556
LINEAR,frog chorus based,-1.4660765716752366,-0.5333333333333334
LINEAR,frog chorus based,-1.457349925415265,-0.5361111111111112
LINEAR,frog chorus based,-1.4486232791552935,-0.5388888888888889
LINEAR,frog chorus based,-1.4398966328953218,-0.5416666666666667
LINEAR,frog chorus based,-1.4311699866353502,-0.5444444444444445
LINEAR,frog chorus based,-1.4224433403753785,-0.5472222222222223
LINEAR,frog chorus based,-1.413716694115407,-0.55
LINEAR,frog chorus based,-1.4049900478554351,-0.5527777777777778
LINEAR,frog chorus based,-1.3962634015954636,-0.5555555555555556
LINEAR,frog chorus based,-1.3875367553354918,-0.5583333333333333
LINEAR,frog chorus based,-1.3788101090755203,-0.5611111111111111
LINEAR,frog chorus based,-1.3700834628155487,-0.5638888888888889
LINEAR,frog chorus based,-1.361356816555577,-0.5666666666666667
LINEAR,frog chorus based,-1.3526301702956054,-0.5694444444444444
LINEAR,frog chorus based,-1.3439035240356336,-0.5722222222222222
LINEAR,frog chorus based,-1.335176877775662,-0.575
LINEAR,frog chorus based,-1.3264502315156903,-0.5777777777777778
LINEAR,frog chorus based,-1.3177235852557188,-0.5805555555555555
LINEAR,frog chorus based,-1.308996938995747,-0.5833333333333334
LINEAR,frog chorus based,-1.3002702927357754,-0.5861111111111111
LINEAR,frog chorus based,-1.2915436464758039,-0.5888888888888888
LINEAR,frog chorus based,-1.2828170002158321,-0.5916666666666667
LINEAR,frog chorus based,-1.2740903539558606,-0.5944444444444444
LINEAR,frog chorus based,-1.2653637076958888,-0.5972222222222223
LINEAR,frog chorus based,-1.2566370614359172,-0.6
LINEAR,frog chorus based,-1.2479104151759455,-0.6027777777777779
LINEAR,frog chorus based,-1.239183768915974,-0.6055555555555556
LINEAR,frog chorus based,-1.2304571226560022,-0.6083333333333334
LINEAR,frog chorus based,-1.2217304763960306,-0.6111111111111112
LINEAR,frog chorus based,-1.213003830136059,-0.6138888888888889
LINEAR,frog chorus based,-1.2042771838760873,-0.6166666666666667
LINEAR,frog chorus based,-1.1955505376161157,-0.6194444444444445
LINEAR,frog chorus based,-1.186823891356144,-0.6222222222222222
LINEAR,frog chorus based,-1.1780972450961724,-0.625
LINEAR,frog chorus based,-1.1693705988362006,-0.6277777777777778
LINEAR,frog chorus based,-1.160643952576229,-0.6305555555555555
LINEAR,frog chorus based,-1.1519173063162573,-0.6333333333333333
LINEAR,frog chorus based,-1.1431906600562858,-0.6361111111111111
LINEAR,frog chorus based,-1.1344640137963142,-0.6388888888888888
LINEAR,frog chorus based,-1.1257373675363427,-0.6416666666666666
LINEAR,frog chorus based,-1.1170107212763707,-0.6444444444444445
LINEAR,frog chorus based,-1.1082840750163991,-0.6472222222222223
LINEAR,frog chorus based,-1.0995574287564276,-0.65
LINEAR,frog chorus based,-1.090830782496456,-0.6527777777777777
LINEAR,frog chorus based,-1.082104136236484,-0.6555555555555557
LINEAR,frog chorus based,-1.0733774899765125,-0.6583333333333334
LINEAR,frog chorus based,-1.064650843716541,-0.6611111111111112
LINEAR,frog chorus based,-1.0559241974565694,-0.6638888888888889
LINEAR,frog chorus based,-1.0471975511965979,-0.6666666666666666
LINEAR,frog chorus based,-1.0384709049366259,-0.6694444444444445
LINEAR,frog chorus based,-1.0297442586766543,-0.6722222222222223
LINEAR,frog chorus based,-1.0210176124166828,-0.675
LINEAR,frog chorus based,-1.0122909661567112,-0.6777777777777778
LINEAR,frog chorus based,-1.0035643198967392,-0.6805555555555556
LINEAR,frog chorus based,-0.9948376736367677,-0.6833333333333333
LINEAR,frog chorus based,-0.9861110273767961,-0.6861111111111111
LINEAR,frog chorus based,-0.9773843811168246,-0.6888888888888889
LINEAR,frog chorus based,-0.968657734856853,-0.6916666666666667
LINEAR,frog chorus based,-0.959931088596881,-0.6944444444444445
LINEAR,frog chorus based,-0.9512044423369095,-0.6972222222222222
LINEAR,frog chorus based,-0.9424777960769379,-0.7
LINEAR,frog chorus based,-0.9337511498169664,-0.7027777777777777
LINEAR,frog chorus based,-0.9250245035569944,-0.7055555555555557
LINEAR,frog chorus based,-0.9162978572970228,-0.7083333333333334
LINEAR,frog chorus based,-0.9075712110370513,-0.7111111111111111
LINEAR,frog chorus based,-0.8988445647770797,-0.7138888888888888
LINEAR,frog chorus based,-0.8901179185171082,-0.7166666666666666
LINEAR,frog chorus based,-0.8813912722571362,-0.7194444444444446
LINEAR,frog chorus based,-0.8726646259971647,-0.7222222222222223
LINEAR,frog chorus based,-0.8639379797371931,-0.725
LINEAR,frog chorus based,-0.8552113334772216,-0.7277777777777777
LINEAR,frog chorus based,-0.8464846872172496,-0.7305555555555556
LINEAR,frog chorus based,-0.837758040957278,-0.7333333333333334
LINEAR,frog chorus based,-0.8290313946973065,-0.7361111111111112
LINEAR,frog chorus based,-0.8203047484373349,-0.7388888888888889
LINEAR,frog chorus based,-0.8115781021773634,-0.7416666666666667
LINEAR,frog chorus based,-0.8028514559173914,-0.7444444444444445
LINEAR,frog chorus based,-0.7941248096574198,-0.7472222222222222
LINEAR,frog chorus based,-0.7853981633974483,-0.75
LINEAR,frog chorus based,-0.7766715171374767,-0.7527777777777778
LINEAR,frog chorus based,-0.7679448708775047,-0.7555555555555556
LINEAR,frog chorus based,-0.7592182246175332,-0.7583333333333334
LINEAR,frog chorus based,-0.7504915783575616,-0.7611111111111111
LINEAR,frog chorus based,-0.7417649320975901,-0.7638888888888888
LINEAR,frog chorus based,-0.7330382858376185,-0.7666666666666666
LINEAR,frog chorus based,-0.7243116395776465,-0.7694444444444445
LINEAR,frog chorus based,-0.715584993317675,-0.7722222222222223
LINEAR,frog chorus based,-0.7068583470577035,-0.775
LINEAR,frog chorus based,-0.6981317007977319,-0.7777777777777777
LINEAR,frog chorus based,-0.6894050545377599,-0.7805555555555557
LINEAR,frog chorus based,-0.6806784082777884,-0.7833333333333334
LINEAR,frog chorus based,-0.6719517620178168,-0.7861111111111111
LINEAR,frog chorus based,-0.6632251157578453,-0.7888888888888889
LINEAR,frog chorus based,-0.6544984694978737,-0.7916666666666666
LINEAR,frog chorus based,-0.6457718232379017,-0.7944444444444445
LINEAR,frog chorus based,-0.6370451769779302,-0.7972222222222223
LINEAR,frog chorus based,-0.6283185307179586,-0.8
LINEAR,frog chorus based,-0.6195918844579871,-0.8027777777777778
LINEAR,frog chorus based,-0.6108652381980151,-0.8055555555555556
LINEAR,frog chorus based,-0.6021385919380435,-0.8083333333333333
LINEAR,frog chorus based,-0.593411945678072,-0.8111111111111111
LINEAR,frog chorus based,-0.5846852994181004,-0.8138888888888889
LINEAR,frog chorus based,-0.5759586531581289,-0.8166666666666667
LINEAR,frog chorus based,-0.5672320068981569,-0.8194444444444445
LINEAR,frog chorus based,-0.5585053606381853,-0.8222222222222222
LINEAR,frog chorus based,-0.5497787143782138,-0.825
LINEAR,frog chorus based,-0.5410520681182422,-0.8277777777777777
LINEAR,frog chorus based,-0.5323254218582703,-0.8305555555555556
LINEAR,frog chorus based,-0.5235987755982987,-0.8333333333333334
LINEAR,frog chorus based,-0.5148721293383272,-0.8361111111111111
LINEAR,frog chorus based,-0.5061454830783556,-0.8388888888888889
LINEAR,frog chorus based,-0.49741883681838406,-0.8416666666666666
LINEAR,frog chorus based,-0.48869219055841207,-0.8444444444444446
LINEAR,frog chorus based,-0.4799655442984405,-0.8472222222222223
LINEAR,frog chorus based,-0.47123889803846897,-0.85
LINEAR,frog chorus based,-0.4625122517784974,-0.8527777777777777
LINEAR,frog chorus based,-0.4537856055185254,-0.8555555555555556
LINEAR,frog chorus based,-0.4450589592585539,-0.8583333333333334
LINEAR,frog chorus based,-0.43633231299858233,-0.8611111111111112
LINEAR,frog chorus based,-0.4276056667386108,-0.8638888888888889
LINEAR,frog chorus based,-0.41887902047863923,-0.8666666666666666
LINEAR,frog chorus based,-0.41015237421866724,-0.8694444444444445
LINEAR,frog chorus based,-0.4014257279586957,-0.8722222222222222
LINEAR,frog chorus based,-0.39269908169872414,-0.875
LINEAR,frog chorus based,-0.3839724354387526,-0.8777777777777778
LINEAR,frog chorus based,-0.3752457891787806,-0.8805555555555556
LINEAR,frog chorus based,-0.36651914291880905,-0.8833333333333334
LINEAR,frog chorus based,-0.3577924966588375,-0.8861111111111111
LINEAR,frog chorus based,-0.34906585039886595,-0.8888888888888888
LINEAR,frog chorus based,-0.3403392041388944,-0.8916666666666666
LINEAR,frog chorus based,-0.3316125578789224,-0.8944444444444445
LINEAR,frog chorus based,-0.32288591161895086,-0.8972222222222223
LINEAR,frog chorus based,-0.3141592653589793,-0.9
LINEAR,frog chorus based,-0.30543261909900776,-0.9027777777777778
LINEAR,frog chorus based,-0.29670597283903577,-0.9055555555555557
LINEAR,frog chorus based,-0.2879793265790642,-0.9083333333333334
LINEAR,frog chorus based,-0.27925268031909267,-0.9111111111111111
LINEAR,frog chorus based,-0.2705260340591211,-0.9138888888888889
LINEAR,frog chorus based,-0.2617993877991496,-0.9166666666666666
LINEAR,frog chorus based,-0.2530727415391776,-0.9194444444444445
LINEAR,frog chorus based,-0.24434609527920603,-0.9222222222222223
LINEAR,frog chorus based,-0.23561944901923448,-0.925
LINEAR,frog chorus based,-0.22689280275926293,-0.9277777777777777
LINEAR,frog chorus based,-0.21816615649929094,-0.9305555555555556
LINEAR,frog chorus based,-0.2094395102393194,-0.9333333333333333
LINEAR,frog chorus based,-0.20071286397934784,-0.9361111111111111
LINEAR,frog chorus based,-0.1919862177193763,-0.9388888888888889
LINEAR,frog chorus based,-0.18325957145940475,-0.9416666666666667
LINEAR,frog chorus based,-0.17453292519943275,-0.9444444444444445
LINEAR,frog chorus based,-0.1658062789394612,-0.9472222222222223
LINEAR,frog chorus based,-0.15707963267948966,-0.95
LINEAR,frog chorus based,-0.1483529864195181,-0.9527777777777777
LINEAR,frog chorus based,-0.13962634015954611,-0.9555555555555556
LINEAR,frog chorus based,-0.13089969389957457,-0.9583333333333334
LINEAR,frog chorus based,-0.12217304763960302,-0.9611111111111111
LINEAR,frog chorus based,-0.11344640137963147,-0.9638888888888889
LINEAR,frog chorus based,-0.10471975511965992,-0.9666666666666666
LINEAR,frog chorus based,-0.09599310885968793,-0.9694444444444446
LINEAR,frog chorus based,-0.08726646259971638,-0.9722222222222222
LINEAR,frog chorus based,-0.07853981633974483,-0.975
LINEAR,frog chorus based,-0.06981317007977328,-0.9777777777777777
LINEAR,frog chorus based,-0.061086523819801286,-0.9805555555555556
LINEAR,frog chorus based,-0.05235987755982974,-0.9833333333333334
LINEAR,frog chorus based,-0.04363323129985819,-0.9861111111111112
LINEAR,frog chorus based,-0.03490658503988664,-0.9888888888888889
LINEAR,frog chorus based,-0.02617993877991509,-0.9916666666666666
LINEAR,frog chorus based,-0.017453292519943098,-0.9944444444444445
LINEAR,frog chorus based,-0.008726646259971549,-0.9972222222222222
LINEAR,frog chorus based,0.0,-1.0
LINEAR,frog chorus based,0.008726646259971549,0.9972222222222222
LINEAR,frog chorus based,0.017453292519943542,0.9944444444444445
LINEAR,frog chorus based,0.02617993877991509,0.9916666666666667
LINEAR,frog chorus based,0.03490658503988664,0.9888888888888889
LINEAR,frog chorus based,0.04363323129985819,0.9861111111111112
LINEAR,frog chorus based,0.05235987755982974,0.9833333333333334
LINEAR,frog chorus based,0.06108652381980173,0.9805555555555554
LINEAR,frog chorus based,0.06981317007977328,0.9777777777777779
LINEAR,frog chorus based,0.07853981633974483,0.9750000000000001
LINEAR,frog chorus based,0.08726646259971638,0.9722222222222223
LINEAR,frog chorus based,0.09599310885968837,0.9694444444444443
LINEAR,frog chorus based,0.10471975511965992,0.9666666666666666
LINEAR,frog chorus based,0.11344640137963147,0.9638888888888888
LINEAR,frog chorus based,0.12217304763960302,0.961111111111111
LINEAR,frog chorus based,0.13089969389957457,0.9583333333333335
LINEAR,frog chorus based,0.13962634015954656,0.9555555555555555
LINEAR,frog chorus based,0.1483529864195181,0.9527777777777777
LINEAR,frog chorus based,0.15707963267948966,0.95
LINEAR,frog chorus based,0.1658062789394612,0.9472222222222222
LINEAR,frog chorus based,0.1745329251994332,0.9444444444444444
LINEAR,frog chorus based,0.18325957145940475,0.9416666666666667
LINEAR,frog chorus based,0.1919862177193763,0.9388888888888889
LINEAR,frog chorus based,0.20071286397934784,0.9361111111111111
LINEAR,frog chorus based,0.20943951023931984,0.9333333333333331
LINEAR,frog chorus based,0.21816615649929139,0.9305555555555556
LINEAR,frog chorus based,0.22689280275926293,0.9277777777777778
LINEAR,frog chorus based,0.23561944901923448,0.925
LINEAR,frog chorus based,0.24434609527920603,0.9222222222222223
LINEAR,frog chorus based,0.253072741539178,0.9194444444444443
LINEAR,frog chorus based,0.2617993877991496,0.9166666666666665
LINEAR,frog chorus based,0.2705260340591211,0.913888888888889
LINEAR,frog chorus based,0.27925268031909267,0.9111111111111112
LINEAR,frog chorus based,0.28797932657906467,0.9083333333333332
LINEAR,frog chorus based,0.2967059728390362,0.9055555555555554
LINEAR,frog chorus based,0.30543261909900776,0.9027777777777777
LINEAR,frog chorus based,0.3141592653589793,0.8999999999999999
LINEAR,frog chorus based,0.32288591161895086,0.8972222222222221
LINEAR,frog chorus based,0.33161255787892285,0.8944444444444444
LINEAR,frog chorus based,0.3403392041388944,0.8916666666666666
LINEAR,frog chorus based,0.34906585039886595,0.8888888888888888
LINEAR,frog chorus based,0.3577924966588375,0.8861111111111111
LINEAR,frog chorus based,0.3665191429188095,0.8833333333333333
LINEAR,frog chorus based,0.37524578917878104,0.8805555555555555
LINEAR,frog chorus based,0.3839724354387526,0.8777777777777778
LINEAR,frog chorus based,0.39269908169872414,0.875
LINEAR,frog chorus based,0.4014257279586957,0.8722222222222222
LINEAR,frog chorus based,0.4101523742186677,0.8694444444444445
LINEAR,frog chorus based,0.41887902047863923,0.8666666666666667
LINEAR,frog chorus based,0.4276056667386108,0.8638888888888889
LINEAR,frog chorus based,0.43633231299858233,0.8611111111111112
LINEAR,frog chorus based,0.4450589592585543,0.8583333333333332
LINEAR,frog chorus based,0.45378560551852587,0.8555555555555554
LINEAR,frog chorus based,0.4625122517784974,0.8527777777777779
LINEAR,frog chorus based,0.47123889803846897,0.8500000000000001
LINEAR,frog chorus based,0.4799655442984405,0.8472222222222223
LINEAR,frog chorus based,0.4886921905584125,0.8444444444444443
LINEAR,frog chorus based,0.49741883681838406,0.8416666666666666
LINEAR,frog chorus based,0.5061454830783556,0.8388888888888888
LINEAR,frog chorus based,0.5148721293383272,0.8361111111111112
LINEAR,frog chorus based,0.5235987755982991,0.8333333333333333
LINEAR,frog chorus based,0.5323254218582707,0.8305555555555555
LINEAR,frog chorus based,0.5410520681182422,0.8277777777777777
LINEAR,frog chorus based,0.5497787143782138,0.825
LINEAR,frog chorus based,0.5585053606381853,0.8222222222222222
LINEAR,frog chorus based,0.5672320068981573,0.8194444444444444
LINEAR,frog chorus based,0.5759586531581289,0.8166666666666667
LINEAR,frog chorus based,0.5846852994181004,0.8138888888888889
LINEAR,frog chorus based,0.593411945678072,0.8111111111111111
LINEAR,frog chorus based,0.602138591938044,0.8083333333333331
LINEAR,frog chorus based,0.6108652381980155,0.8055555555555556
LINEAR,frog chorus based,0.6195918844579871,0.8027777777777778
LINEAR,frog chorus based,0.6283185307179586,0.8
